epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,176.161,0.83006,0.51692,1.32479,0.99839,0.99838,0.995,0.79052,0.86084,0.39613,1.67912,0.00123094,0.00123094,0.00123094
16,189.47,0.80502,0.51111,1.31236,0.99684,1,0.995,0.77493,0.8781,0.38894,1.74848,0.00121679,0.00121679,0.00121679
17,202.737,0.79507,0.50435,1.31352,0.99652,0.99697,0.995,0.79571,0.78917,0.39749,1.57793,0.00120265,0.00120265,0.00120265
18,216.008,0.79519,0.4859,1.31216,0.99684,1,0.995,0.7837,0.81418,0.40797,1.61604,0.0011885,0.0011885,0.0011885
19,229.291,0.78774,0.4782,1.30258,0.97601,0.98216,0.99331,0.81812,0.75474,0.38543,1.5259,0.00117435,0.00117435,0.00117435
20,242.558,0.76744,0.46942,1.28726,0.99557,1,0.995,0.79903,0.78996,0.37893,1.5855,0.00116021,0.00116021,0.00116021
21,255.835,0.76935,0.46017,1.2969,0.99504,0.98387,0.99351,0.79847,0.80188,0.38998,1.58793,0.00114606,0.00114606,0.00114606
22,269.129,0.76832,0.44849,1.29986,0.99443,0.99973,0.995,0.82716,0.73697,0.33728,1.52538,0.00113191,0.00113191,0.00113191
23,282.414,0.74734,0.4394,1.28205,0.99887,1,0.995,0.79413,0.82849,0.34781,1.63304,0.00111776,0.00111776,0.00111776
24,295.704,0.75664,0.44217,1.28056,0.99908,1,0.995,0.81584,0.76793,0.32891,1.54574,0.00110362,0.00110362,0.00110362
25,308.959,0.77321,0.4375,1.28439,0.99863,1,0.995,0.80056,0.82603,0.36443,1.6138,0.00108947,0.00108947,0.00108947
26,322.245,0.76155,0.43384,1.29315,0.998,1,0.995,0.81589,0.7669,0.35219,1.56644,0.00107532,0.00107532,0.00107532
27,335.505,0.74968,0.42184,1.27523,0.99911,1,0.995,0.81943,0.73724,0.35015,1.51272,0.00106118,0.00106118,0.00106118
28,348.767,0.73595,0.41907,1.26888,0.99293,0.99559,0.99494,0.81341,0.77156,0.34817,1.54038,0.00104703,0.00104703,0.00104703
29,362.047,0.76571,0.43397,1.292,0.99886,0.99457,0.995,0.77978,0.81827,0.38596,1.64779,0.00103288,0.00103288,0.00103288
30,375.303,0.73037,0.41078,1.2606,0.9955,1,0.99281,0.80651,0.79325,0.372,1.58121,0.00101873,0.00101873,0.00101873
31,388.581,0.75358,0.41112,1.28306,0.99874,1,0.995,0.82434,0.75956,0.31979,1.53529,0.00100459,0.00100459,0.00100459
32,401.869,0.73693,0.40612,1.25596,0.99437,1,0.995,0.82036,0.76301,0.33423,1.53908,0.00099044,0.00099044,0.00099044
33,415.134,0.73746,0.40732,1.27003,0.99892,1,0.995,0.83013,0.74188,0.31719,1.49322,0.000976293,0.000976293,0.000976293
34,428.474,0.70605,0.39753,1.23707,0.9991,1,0.995,0.82326,0.75651,0.32421,1.53656,0.000962146,0.000962146,0.000962146
35,441.76,0.7111,0.39272,1.2509,0.99599,1,0.99475,0.80982,0.76478,0.33678,1.54135,0.000947999,0.000947999,0.000947999
36,455.086,0.73014,0.39573,1.25829,0.99909,1,0.995,0.82737,0.71313,0.29637,1.48328,0.000933851,0.000933851,0.000933851
37,468.396,0.71844,0.38231,1.24352,0.99433,1,0.995,0.82181,0.74846,0.32311,1.5125,0.000919704,0.000919704,0.000919704
38,481.703,0.71168,0.38459,1.2441,0.99924,1,0.995,0.82136,0.75359,0.30625,1.52939,0.000905557,0.000905557,0.000905557
39,495.012,0.71429,0.38097,1.25257,0.99882,1,0.995,0.82943,0.74937,0.33228,1.51308,0.00089141,0.00089141,0.00089141
40,508.317,0.71673,0.37934,1.23929,0.99854,1,0.995,0.82714,0.72798,0.30576,1.50916,0.000877263,0.000877263,0.000877263
41,521.642,0.74123,0.39591,1.26817,0.99892,1,0.995,0.83329,0.73059,0.31512,1.48871,0.000863116,0.000863116,0.000863116
42,534.927,0.72863,0.37787,1.25921,0.99906,1,0.995,0.83572,0.74905,0.30447,1.51512,0.000848969,0.000848969,0.000848969
43,548.236,0.71112,0.37406,1.2382,0.99921,1,0.995,0.81758,0.73965,0.32009,1.48162,0.000834822,0.000834822,0.000834822
44,561.532,0.695,0.37581,1.23012,0.99878,0.9999,0.995,0.84667,0.70231,0.2886,1.45988,0.000820675,0.000820675,0.000820675
45,574.855,0.70115,0.37064,1.24,0.99828,0.99964,0.995,0.82732,0.75614,0.30696,1.50633,0.000806528,0.000806528,0.000806528
46,588.167,0.70819,0.36949,1.24067,0.99872,1,0.995,0.83428,0.72013,0.30095,1.46924,0.00079238,0.00079238,0.00079238
47,601.443,0.69287,0.36495,1.23979,0.99903,1,0.995,0.84364,0.73211,0.30437,1.48065,0.000778233,0.000778233,0.000778233
48,614.783,0.69052,0.36619,1.23017,0.99864,1,0.995,0.83873,0.73954,0.31171,1.49798,0.000764086,0.000764086,0.000764086
49,628.082,0.68037,0.35537,1.22197,0.99907,1,0.995,0.84085,0.72509,0.30027,1.48853,0.000749939,0.000749939,0.000749939
50,641.385,0.69121,0.35897,1.22683,0.99889,1,0.995,0.84067,0.71363,0.29636,1.46436,0.000735792,0.000735792,0.000735792
51,654.664,0.6841,0.361,1.23664,0.99614,1,0.995,0.83881,0.70554,0.29523,1.44886,0.000721645,0.000721645,0.000721645
52,667.982,0.70499,0.36366,1.24462,0.99902,1,0.995,0.84599,0.71405,0.29213,1.47531,0.000707498,0.000707498,0.000707498
53,681.258,0.69212,0.35707,1.22304,0.99928,1,0.995,0.83565,0.73938,0.30644,1.50576,0.000693351,0.000693351,0.000693351
54,694.574,0.67874,0.3547,1.21946,0.99765,1,0.995,0.84333,0.70452,0.28438,1.45198,0.000679204,0.000679204,0.000679204
55,707.846,0.68237,0.36743,1.22233,0.99932,1,0.995,0.84327,0.71106,0.2834,1.46202,0.000665057,0.000665057,0.000665057
56,721.171,0.68593,0.35809,1.22574,0.99815,1,0.995,0.82967,0.72179,0.28313,1.46805,0.000650909,0.000650909,0.000650909
57,734.44,0.66236,0.34069,1.20831,0.99894,1,0.995,0.83346,0.73324,0.28507,1.48825,0.000636762,0.000636762,0.000636762
58,747.768,0.6698,0.35022,1.2189,0.99902,1,0.995,0.84224,0.70334,0.29053,1.4544,0.000622615,0.000622615,0.000622615
59,761.05,0.68386,0.34706,1.21509,0.99901,1,0.995,0.84286,0.69737,0.27633,1.43409,0.000608468,0.000608468,0.000608468
60,774.373,0.66883,0.338,1.21045,0.99872,1,0.995,0.84161,0.71886,0.31096,1.4604,0.000594321,0.000594321,0.000594321
61,787.689,0.67809,0.34189,1.22428,0.99866,1,0.995,0.84198,0.72228,0.28546,1.47728,0.000580174,0.000580174,0.000580174
62,800.973,0.66708,0.33889,1.21407,0.99884,1,0.995,0.84658,0.71383,0.2998,1.45257,0.000566027,0.000566027,0.000566027
63,814.273,0.68111,0.33714,1.21259,0.99907,1,0.995,0.84456,0.70098,0.28121,1.42687,0.00055188,0.00055188,0.00055188
64,827.571,0.67439,0.34495,1.21281,0.99895,1,0.995,0.84471,0.70365,0.27328,1.45214,0.000537733,0.000537733,0.000537733
65,840.884,0.66146,0.33573,1.20978,0.99918,1,0.995,0.83995,0.71142,0.29823,1.45455,0.000523586,0.000523586,0.000523586
66,854.16,0.64447,0.33157,1.19948,0.99911,1,0.995,0.84413,0.73075,0.28111,1.49692,0.000509438,0.000509438,0.000509438
67,867.46,0.64442,0.32434,1.18978,0.99913,1,0.995,0.85507,0.69343,0.26882,1.43072,0.000495291,0.000495291,0.000495291
68,880.775,0.63887,0.3254,1.19217,0.99893,1,0.995,0.83938,0.71507,0.29049,1.45921,0.000481144,0.000481144,0.000481144
69,894.066,0.64233,0.32412,1.19091,0.99914,1,0.995,0.84322,0.71833,0.2808,1.46109,0.000466997,0.000466997,0.000466997
70,907.347,0.64748,0.32815,1.19582,0.99883,1,0.995,0.84522,0.71424,0.28173,1.46378,0.00045285,0.00045285,0.00045285
71,920.66,0.65049,0.32528,1.20245,0.99901,1,0.995,0.84771,0.69686,0.27831,1.4385,0.000438703,0.000438703,0.000438703
72,933.961,0.65238,0.3278,1.19627,0.99905,1,0.995,0.84064,0.71235,0.28327,1.44786,0.000424556,0.000424556,0.000424556
73,947.257,0.64879,0.32768,1.20178,0.99919,1,0.995,0.84601,0.70431,0.2854,1.45425,0.000410409,0.000410409,0.000410409
74,960.53,0.64395,0.32557,1.19013,0.99839,1,0.995,0.84108,0.70494,0.2628,1.46032,0.000396262,0.000396262,0.000396262
75,973.847,0.6434,0.31978,1.19097,0.99888,1,0.995,0.851,0.68773,0.2659,1.43266,0.000382115,0.000382115,0.000382115
76,987.14,0.64123,0.31374,1.19609,0.99916,1,0.995,0.85038,0.69876,0.26065,1.44162,0.000367967,0.000367967,0.000367967
77,1000.43,0.62895,0.30966,1.1861,0.99909,1,0.995,0.85245,0.69012,0.26292,1.42654,0.00035382,0.00035382,0.00035382
78,1013.7,0.62714,0.30944,1.17986,0.99908,1,0.995,0.84295,0.70192,0.2666,1.44358,0.000339673,0.000339673,0.000339673
79,1027.02,0.63079,0.31818,1.17071,0.99894,1,0.995,0.83993,0.7041,0.2716,1.45313,0.000325526,0.000325526,0.000325526
80,1040.32,0.62043,0.30915,1.17378,0.99917,1,0.995,0.84583,0.69924,0.26419,1.4601,0.000311379,0.000311379,0.000311379
81,1053.62,0.60415,0.30043,1.16494,0.99904,1,0.995,0.84563,0.70834,0.26779,1.45526,0.000297232,0.000297232,0.000297232
82,1066.9,0.62157,0.30916,1.1752,0.99912,1,0.995,0.84603,0.70273,0.2692,1.44692,0.000283085,0.000283085,0.000283085
83,1080.12,0.62641,0.30667,1.18803,0.9991,1,0.995,0.85918,0.68655,0.27003,1.4303,0.000268938,0.000268938,0.000268938
84,1093.25,0.62292,0.31288,1.1831,0.99896,1,0.995,0.85295,0.69105,0.26333,1.43785,0.000254791,0.000254791,0.000254791
85,1106.3,0.61948,0.30711,1.18183,0.99906,1,0.995,0.84864,0.68905,0.2631,1.43317,0.000240644,0.000240644,0.000240644
86,1119.56,0.63092,0.30705,1.18494,0.99906,1,0.995,0.84864,0.7017,0.27606,1.43712,0.000226497,0.000226497,0.000226497
87,1128.85,0.60845,0.296,1.16918,0.99895,1,0.995,0.8538,0.69305,0.26877,1.4461,0.000212349,0.000212349,0.000212349
88,1142.86,0.60124,0.29562,1.16178,0.99891,1,0.995,0.85729,0.68706,0.2601,1.43566,0.000198202,0.000198202,0.000198202
89,1156.96,0.6085,0.29923,1.16629,0.99901,1,0.995,0.85492,0.68959,0.26629,1.43306,0.000184055,0.000184055,0.000184055
90,1170.48,0.60048,0.29275,1.15794,0.99891,1,0.995,0.86114,0.68799,0.26542,1.43112,0.000169908,0.000169908,0.000169908
91,1210.83,0.48968,0.24061,1.20742,0.99863,1,0.995,0.84867,0.7075,0.27151,1.4539,0.000155761,0.000155761,0.000155761
92,1224.77,0.4706,0.21604,1.19384,0.99901,1,0.995,0.85797,0.69216,0.259,1.42776,0.000141614,0.000141614,0.000141614
93,1238.13,0.465,0.21088,1.1979,0.99909,1,0.995,0.85703,0.68789,0.25893,1.4277,0.000127467,0.000127467,0.000127467
94,1251.63,0.46319,0.2078,1.19702,0.99898,1,0.995,0.85247,0.69205,0.26659,1.44762,0.00011332,0.00011332,0.00011332
95,1265.16,0.45633,0.20237,1.1838,0.99908,1,0.995,0.85594,0.69067,0.26479,1.44164,9.91726e-05,9.91726e-05,9.91726e-05
96,1278.81,0.45254,0.19995,1.1851,0.9991,1,0.995,0.85956,0.68985,0.26242,1.43389,8.50255e-05,8.50255e-05,8.50255e-05
97,1292.52,0.4368,0.19675,1.1791,0.99911,1,0.995,0.85371,0.6975,0.26468,1.43994,7.08784e-05,7.08784e-05,7.08784e-05
98,1306.74,0.44212,0.19818,1.17704,0.99917,1,0.995,0.85624,0.69319,0.2613,1.43135,5.67313e-05,5.67313e-05,5.67313e-05
99,1322.31,0.44211,0.19757,1.18102,0.99919,1,0.995,0.85594,0.69232,0.25807,1.43261,4.25842e-05,4.25842e-05,4.25842e-05
100,1335.98,0.44793,0.19684,1.17178,0.99917,1,0.995,0.85686,0.69073,0.25915,1.42941,2.84371e-05,2.84371e-05,2.84371e-05
